CV1,CV2,free energy (kJ/mol)
-2.1,0.7625,-0.2041
-2.04,0.7625,0.3642
-1.98,0.7625,1.3665
-1.92,0.7625,2.6894
-1.86,0.7625,4.0902
-1.8,0.7625,5.5452
-1.74,0.7625,6.9404
-1.68,0.7625,8.2132
-1.62,0.7625,9.7156
-1.56,0.7625,11.1781
-1.5,0.7625,12.0192
-1.44,0.7625,12.6858
-1.38,0.7625,13.0542
-1.32,0.7625,13.2457
-1.26,0.7625,13.8074
-1.2,0.7625,14.1526
-1.14,0.7625,15.1431
-1.08,0.7625,17.8115
-1.02,0.7625,19.4932
-0.96,0.7625,19.5967
-0.9,0.7625,21.0254
-0.84,0.7625,24.1236
-0.78,0.7625,28.3378
-0.72,0.7625,33.553
-0.66,0.7625,37.2628
-0.6,0.7625,37.8517
-0.54,0.7625,35.7407
-0.48,0.7625,33.388
-0.42,0.7625,33.0041
-0.36,0.7625,35.6445
-0.3,0.7625,39.8917
-0.24,0.7625,39.7191
-0.18,0.7625,39.0106
-0.12,0.7625,39.32
-0.06,0.7625,41.28
-0.0,0.7625,43.6033
0.06,0.7625,44.5158
0.12,0.7625,44.3778
0.18,0.7625,44.7765
0.24,0.7625,46.109
0.3,0.7625,46.8777
0.36,0.7625,47.4831
0.42,0.7625,49.0284
0.48,0.7625,50.0413
0.54,0.7625,49.4502
0.6,0.7625,48.6749
0.66,0.7625,49.5185
0.72,0.7625,51.6908
0.78,0.7625,53.015
0.84,0.7625,54.5003
0.9,0.7625,57.1717
0.96,0.7625,59.0402
1.02,0.7625,57.6658
1.08,0.7625,56.3279
1.14,0.7625,56.8427
1.2,0.7625,57.8784
1.26,0.7625,57.728
1.32,0.7625,57.4157
1.38,0.7625,55.0697
1.44,0.7625,53.7362
1.5,0.7625,55.4411
1.56,0.7625,59.1373
1.62,0.7625,64.0363
1.68,0.7625,65.4367
1.74,0.7625,62.919
1.8,0.7625,63.0987
1.86,0.7625,62.6202
1.92,0.7625,60.9549
1.98,0.7625,60.2109
2.04,0.7625,62.2582
2.1,0.7625,67.7381
2.16,0.7625,73.5256
2.22,0.7625,72.0199
2.28,0.7625,73.9566
2.34,0.7625,79.4717
2.4,0.7625,118.6216
2.46,0.7625,inf
2.52,0.7625,inf
2.58,0.7625,inf
2.64,0.7625,inf
2.7,0.7625,inf
2.76,0.7625,inf
2.82,0.7625,inf
2.88,0.7625,inf
2.94,0.7625,inf
3.0,0.7625,inf
-3.0,0.779,inf
-2.94,0.779,61.7875
-2.88,0.779,49.585
-2.82,0.779,39.761
-2.76,0.779,31.2598
-2.7,0.779,24.4504
-2.64,0.779,20.2863
-2.58,0.779,16.843
-2.52,0.779,12.7404
-2.46,0.779,8.5907
-2.4,0.779,5.0569
-2.34,0.779,3.0274
-2.28,0.779,1.9102
-2.22,0.779,1.2964
-2.16,0.779,1.2184
-2.1,0.779,1.419
-2.04,0.779,1.9152
-1.98,0.779,2.8429
-1.92,0.779,4.0954
-1.86,0.779,5.4606
-1.8,0.779,6.909
-1.74,0.779,8.1874
-1.68,0.779,9.2537
-1.62,0.779,10.636
-1.56,0.779,11.8548
-1.5,0.779,12.2734
-1.44,0.779,12.8884
-1.38,0.779,13.1264
-1.32,0.779,13.0463
-1.26,0.779,13.4993
-1.2,0.779,14.0181
-1.14,0.779,15.1558
-1.08,0.779,17.833
-1.02,0.779,19.2555
-0.96,0.779,19.1478
-0.9,0.779,20.4084
-0.84,0.779,23.459
-0.78,0.779,27.7583
-0.72,0.779,33.1018
-0.66,0.779,36.8025
-0.6,0.779,37.4027
-0.54,0.779,35.5617
-0.48,0.779,33.3549
-0.42,0.779,32.9777
-0.36,0.779,35.5352
-0.3,0.779,39.3984
-0.24,0.779,38.9641
-0.18,0.779,38.1591
-0.12,0.779,38.3648
-0.06,0.779,40.0952
-0.0,0.779,42.0822
0.06,0.779,42.9323
0.12,0.779,42.7849
0.18,0.779,43.1831
0.24,0.779,44.334
0.3,0.779,44.7384
0.36,0.779,45.2037
0.42,0.779,46.8347
0.48,0.779,47.9539
0.54,0.779,47.4147
0.6,0.779,46.7323
0.66,0.779,47.481
0.72,0.779,49.312
0.78,0.779,50.4684
0.84,0.779,51.8406
0.9,0.779,54.3447
0.96,0.779,56.3535
1.02,0.779,55.2011
1.08,0.779,53.9083
1.14,0.779,54.417
1.2,0.779,55.3423
1.26,0.779,55.0189
1.32,0.779,54.6563
1.38,0.779,52.4656
1.44,0.779,51.1792
1.5,0.779,52.9179
1.56,0.779,56.665
1.62,0.779,60.8603
1.68,0.779,61.1557
1.74,0.779,59.6057
1.8,0.779,60.1172
1.86,0.779,60.0344
1.92,0.779,58.4642
1.98,0.779,57.7527
2.04,0.779,59.7918
2.1,0.779,64.7714
2.16,0.779,67.2451
2.22,0.779,67.325
2.28,0.779,69.9913
2.34,0.779,75.3384
2.4,0.779,82.7922
2.46,0.779,87.2162
2.52,0.779,93.5319
2.58,0.779,inf
2.64,0.779,inf
2.7,0.779,inf
2.76,0.779,inf
2.82,0.779,inf
2.88,0.779,inf
2.94,0.779,inf
3.0,0.779,inf
-3.0,0.7955,inf
-2.94,0.7955,inf
-2.88,0.7955,inf
-2.82,0.7955,44.0829
-2.76,0.7955,33.501
-2.7,0.7955,26.2609
-2.64,0.7955,22.1111
-2.58,0.7955,18.9705
-2.52,0.7955,14.8041
-2.46,0.7955,10.0478
-2.4,0.7955,6.1915
-2.34,0.7955,4.4388
-2.28,0.7955,3.7677
-2.22,0.7955,3.2454
-2.16,0.7955,3.1167
-2.1,0.7955,3.2446
-2.04,0.7955,3.6677
-1.98,0.7955,4.5137
-1.92,0.7955,5.6792
-1.86,0.7955,6.9899
-1.8,0.7955,8.4233
-1.74,0.7955,9.5716
-1.68,0.7955,10.3987
-1.62,0.7955,11.6401
-1.56,0.7955,12.5824
-1.5,0.7955,12.6272
-1.44,0.7955,13.2561
-1.38,0.7955,13.3843
-1.32,0.7955,13.0314
-1.26,0.7955,13.3752
-1.2,0.7955,14.0363
-1.14,0.7955,15.3397
-1.08,0.7955,18.0637
-1.02,0.7955,19.2527
-0.96,0.7955,18.9166
-0.9,0.7955,20.012
-0.84,0.7955,23.0386
-0.78,0.7955,27.4258
-0.72,0.7955,32.8071
-0.66,0.7955,36.4078
-0.6,0.7955,37.1005
-0.54,0.7955,35.5938
-0.48,0.7955,33.5694
-0.42,0.7955,33.1929
-0.36,0.7955,35.6338
-0.3,0.7955,39.06
-0.24,0.7955,38.3814
-0.18,0.7955,37.4512
-0.12,0.7955,37.5434
-0.06,0.7955,39.0302
-0.0,0.7955,40.6907
0.06,0.7955,41.4856
0.12,0.7955,41.3416
0.18,0.7955,41.7533
0.24,0.7955,42.7221
0.3,0.7955,42.8076
0.36,0.7955,43.1588
0.42,0.7955,44.8408
0.48,0.7955,46.03
0.54,0.7955,45.5541
0.6,0.7955,44.9712
0.66,0.7955,45.6176
0.72,0.7955,47.1589
0.78,0.7955,48.1736
0.84,0.7955,49.4139
0.9,0.7955,51.6749
0.96,0.7955,53.7168
1.02,0.7955,52.9875
1.08,0.7955,51.7883
1.14,0.7955,52.2896
1.2,0.7955,53.068
1.26,0.7955,52.567
1.32,0.7955,52.1603
1.38,0.7955,50.1014
1.44,0.7955,48.88
1.5,0.7955,50.6595
1.56,0.7955,54.4327
1.62,0.7955,58.2591
1.68,0.7955,58.1986
1.74,0.7955,56.5726
1.8,0.7955,56.8462
1.86,0.7955,57.3649
1.92,0.7955,56.1983
1.98,0.7955,55.4427
2.04,0.7955,57.3557
2.1,0.7955,62.0096
2.16,0.7955,64.1728
2.22,0.7955,64.4836
2.28,0.7955,67.248
2.34,0.7955,72.5728
2.4,0.7955,79.4743
2.46,0.7955,83.6307
2.52,0.7955,89.962
2.58,0.7955,inf
2.64,0.7955,inf
2.7,0.7955,inf
2.76,0.7955,inf
2.82,0.7955,inf
2.88,0.7955,inf
2.94,0.7955,inf
3.0,0.7955,inf
-3.0,0.812,inf
-2.94,0.812,inf
-2.88,0.812,inf
-2.82,0.812,46.7071
-2.76,0.812,35.816
-2.7,0.812,28.4052
-2.64,0.812,24.2476
-2.58,0.812,21.3744
-2.52,0.812,16.8538
-2.46,0.812,11.0768
-2.4,0.812,6.8865
-2.34,0.812,5.4808
-2.28,0.812,5.627
-2.22,0.812,5.4032
-2.16,0.812,5.2347
-2.1,0.812,5.2838
-2.04,0.812,5.6305
-1.98,0.812,6.3868
-1.92,0.812,7.4472
-1.86,0.812,8.6814
-1.8,0.812,10.0838
-1.74,0.812,11.0677
-1.68,0.812,11.6048
-1.62,0.812,12.688
-1.56,0.812,13.3702
-1.5,0.812,13.1293
-1.44,0.812,13.8114
-1.38,0.812,13.8297
-1.32,0.812,13.2031
-1.26,0.812,13.4365
-1.2,0.812,14.1995
-1.14,0.812,15.6815
-1.08,0.812,18.4985
-1.02,0.812,19.4851
-0.96,0.812,18.9078
-0.9,0.812,19.8474
-0.84,0.812,22.868
-0.78,0.812,27.3408
-0.72,0.812,32.6456
-0.66,0.812,36.0506
-0.6,0.812,36.9221
-0.54,0.812,35.8112
-0.48,0.812,34.0199
-0.42,0.812,33.6351
-0.36,0.812,35.9144
-0.3,0.812,38.8508
-0.24,0.812,37.9419
-0.18,0.812,36.8612
-0.12,0.812,36.8372
-0.06,0.812,38.0776
-0.0,0.812,39.4312
0.06,0.812,40.164
0.12,0.812,40.0322
0.18,0.812,40.4572
0.24,0.812,41.2356
0.3,0.812,41.057
0.36,0.812,41.3145
0.42,0.812,43.0344
0.48,0.812,44.3247
0.54,0.812,43.8864
0.6,0.812,43.3368
0.66,0.812,43.8552
0.72,0.812,45.1859
0.78,0.812,46.1308
0.84,0.812,47.2632
0.9,0.812,49.367
0.96,0.812,51.4827
1.02,0.812,51.0529
1.08,0.812,49.9269
1.14,0.812,50.4112
1.2,0.812,51.0149
1.26,0.812,50.3482
1.32,0.812,49.9473
1.38,0.812,48.0279
1.44,0.812,46.8558
1.5,0.812,48.6692
1.56,0.812,52.4776
1.62,0.812,55.9617
1.68,0.812,55.5274
1.74,0.812,53.8799
1.8,0.812,54.1252
1.86,0.812,55.0513
1.92,0.812,54.2173
1.98,0.812,53.4603
2.04,0.812,55.3116
2.1,0.812,59.7119
2.16,0.812,61.4572
2.22,0.812,61.8902
2.28,0.812,64.7487
2.34,0.812,70.0676
2.4,0.812,76.6963
2.46,0.812,80.8071
2.52,0.812,87.1393
2.58,0.812,inf
2.64,0.812,inf
2.7,0.812,inf
2.76,0.812,inf
2.82,0.812,inf
2.88,0.812,inf
2.94,0.812,inf
3.0,0.812,inf
-3.0,0.8285,inf
-2.94,0.8285,inf
-2.88,0.8285,inf
-2.82,0.8285,48.7341
-2.76,0.8285,37.8956
-2.7,0.8285,30.5376
-2.64,0.8285,26.4787
-2.58,0.8285,23.8442
-2.52,0.8285,18.5
-2.46,0.8285,11.6868
-2.4,0.8285,7.3024
-2.34,0.8285,6.1593
-2.28,0.8285,7.2967
-2.22,0.8285,7.7678
-2.16,0.8285,7.5996
-2.1,0.8285,7.5642
-2.04,0.8285,7.8189
-1.98,0.8285,8.465
-1.92,0.8285,9.4029
-1.86,0.8285,10.5417
-1.8,0.8285,11.8897
-1.74,0.8285,12.6369
-1.68,0.8285,12.8222
-1.62,0.8285,13.7488
-1.56,0.8285,14.2368
-1.5,0.8285,13.8121
-1.44,0.8285,14.5715
-1.38,0.8285,14.4661
-1.32,0.8285,13.5652
-1.26,0.8285,13.6855
-1.2,0.8285,14.5044
-1.14,0.8285,16.1679
-1.08,0.8285,19.1294
-1.02,0.8285,19.9515
-0.96,0.8285,19.1249
-0.9,0.8285,19.9225
-0.84,0.8285,22.9504
-0.78,0.8285,27.4999
-0.72,0.8285,32.579
-0.66,0.8285,35.715
-0.6,0.8285,36.8479
-0.54,0.8285,36.1794
-0.48,0.8285,34.6883
-0.42,0.8285,34.2825
-0.36,0.8285,36.3438
-0.3,0.8285,38.7432
-0.24,0.8285,37.618
-0.18,0.8285,36.3743
-0.12,0.8285,36.2399
-0.06,0.8285,37.2429
-0.0,0.8285,38.3178
0.06,0.8285,38.9787
0.12,0.8285,38.8583
0.18,0.8285,39.2884
0.24,0.8285,39.878
0.3,0.8285,39.4962
0.36,0.8285,39.6783
0.42,0.8285,41.4156
0.48,0.8285,42.8005
0.54,0.8285,42.3966
0.6,0.8285,41.8564
0.66,0.8285,42.2428
0.72,0.8285,43.4047
0.78,0.8285,44.31
0.84,0.8285,45.321
0.9,0.8285,47.2089
0.96,0.8285,49.2874
1.02,0.8285,49.1577
1.08,0.8285,48.2448
1.14,0.8285,48.7695
1.2,0.8285,49.2169
1.26,0.8285,48.3811
1.32,0.8285,47.9732
1.38,0.8285,46.206
1.44,0.8285,45.0924
1.5,0.8285,46.937
1.56,0.8285,50.7496
1.62,0.8285,53.8446
1.68,0.8285,53.1685
1.74,0.8285,51.5252
1.8,0.8285,51.7248
1.86,0.8285,52.9126
1.92,0.8285,52.4471
1.98,0.8285,51.6987
2.04,0.8285,53.4417
2.1,0.8285,56.9823
2.16,0.8285,57.9797
2.22,0.8285,59.1932
2.28,0.8285,62.4272
2.34,0.8285,67.7837
2.4,0.8285,74.1221
2.46,0.8285,78.2409
2.52,0.8285,84.5863
2.58,0.8285,inf
2.64,0.8285,inf
2.7,0.8285,inf
2.76,0.8285,inf
2.82,0.8285,inf
2.88,0.8285,inf
2.94,0.8285,inf
3.0,0.8285,inf
-3.0,0.845,inf
-2.94,0.845,inf
-2.88,0.845,inf
-2.82,0.845,50.9944
-2.76,0.845,40.2094
-2.7,0.845,32.9155
-2.64,0.845,29.0422
-2.58,0.845,26.8899
-2.52,0.845,19.7585
-2.46,0.845,12.1738
-2.4,0.845,7.7066
-2.34,0.845,6.6998
-2.28,0.845,8.6435
-2.22,0.845,10.3645
-2.16,0.845,10.2839
-2.1,0.845,10.1159
-2.04,0.845,10.2568
-1.98,0.845,10.7782
-1.92,0.845,11.5721
-1.86,0.845,12.5812
-1.8,0.845,13.8347
-1.74,0.845,14.2274
-1.68,0.845,14.0214
-1.62,0.845,14.8174
-1.56,0.845,15.2173
-1.5,0.845,14.7039
-1.44,0.845,15.5466
-1.38,0.845,15.2904
-1.32,0.845,14.1209
-1.26,0.845,14.1255
-1.2,0.845,14.9539
-1.14,0.845,16.7912
-1.08,0.845,19.9475
-1.02,0.845,20.6494
-0.96,0.845,19.5713
-0.9,0.845,20.243
-0.84,0.845,23.2879
-0.78,0.845,27.8933
-0.72,0.845,32.555
-0.66,0.845,35.399
-0.6,0.845,36.8642
-0.54,0.845,36.6568
-0.48,0.845,35.5463
-0.42,0.845,35.1052
-0.36,0.845,36.8847
-0.3,0.845,38.7131
-0.24,0.845,37.3915
-0.18,0.845,35.9908
-0.12,0.845,35.7584
-0.06,0.845,36.5402
-0.0,0.845,37.3625
0.06,0.845,37.9313
0.12,0.845,37.8201
0.18,0.845,38.2394
0.24,0.845,38.6459
0.3,0.845,38.1242
0.36,0.845,38.2497
0.42,0.845,39.9893
0.48,0.845,41.4542
0.54,0.845,41.0707
0.6,0.845,40.4955
0.66,0.845,40.7539
0.72,0.845,41.82
0.78,0.845,42.7221
0.84,0.845,43.6202
0.9,0.845,45.3104
0.96,0.845,47.352
1.02,0.845,47.4894
1.08,0.845,46.7445
1.14,0.845,47.2762
1.2,0.845,47.6226
1.26,0.845,46.6711
1.32,0.845,46.2565
1.38,0.845,44.635
1.44,0.845,43.5891
1.5,0.845,45.4627
1.56,0.845,49.233
1.62,0.845,51.8336
1.68,0.845,50.9822
1.74,0.845,49.4057
1.8,0.845,49.5641
1.86,0.845,50.9751
1.92,0.845,50.9014
1.98,0.845,50.1498
2.04,0.845,51.7698
2.1,0.845,54.7126
2.16,0.845,55.3918
2.22,0.845,56.9132
2.28,0.845,60.343
2.34,0.845,65.4729
2.4,0.845,71.0975
2.46,0.845,75.4669
2.52,0.845,81.8583
2.58,0.845,inf
2.64,0.845,inf
2.7,0.845,inf
2.76,0.845,inf
2.82,0.845,inf
2.88,0.845,inf
2.94,0.845,inf
3.0,0.845,inf
-3.0,0.8615,inf
-2.94,0.8615,inf
-2.88,0.8615,inf
-2.82,0.8615,53.4973
-2.76,0.8615,42.7658
-2.7,0.8615,35.5228
-2.64,0.8615,31.6592
-2.58,0.8615,28.786
-2.52,0.8615,20.5505
-2.46,0.8615,12.762
-2.4,0.8615,8.2701
-2.34,0.8615,7.3185
-2.28,0.8615,9.7087
-2.22,0.8615,13.0757
-2.16,0.8615,13.4064
-2.1,0.8615,13.0909
-2.04,0.8615,13.0928
-1.98,0.8615,13.3875
-1.92,0.8615,13.9242
-1.86,0.8615,14.7478
-1.8,0.8615,15.8637
-1.74,0.8615,15.7775
-1.68,0.8615,15.2128
-1.62,0.8615,15.9366
-1.56,0.8615,16.356
-1.5,0.8615,15.8273
-1.44,0.8615,16.7484
-1.38,0.8615,16.3018
-1.32,0.8615,14.8752
-1.26,0.8615,14.7609
-1.2,0.8615,15.5578
-1.14,0.8615,17.5527
-1.08,0.8615,20.9449
-1.02,0.8615,21.5756
-0.96,0.8615,20.2503
-0.9,0.8615,20.8135
-0.84,0.8615,23.8813
-0.78,0.8615,28.5004
-0.72,0.8615,32.5221
-0.66,0.8615,35.1144
-0.6,0.8615,36.9646
-0.54,0.8615,37.2018
-0.48,0.8615,36.5531
-0.42,0.8615,36.0647
-0.36,0.8615,37.5019
-0.3,0.8615,38.7472
-0.24,0.8615,37.2598
-0.18,0.8615,35.7254
-0.12,0.8615,35.4086
-0.06,0.8615,35.9873
-0.0,0.8615,36.5772
0.06,0.8615,37.0279
0.12,0.8615,36.9243
0.18,0.8615,37.3137
0.24,0.8615,37.5492
0.3,0.8615,36.947
0.36,0.8615,37.0312
0.42,0.8615,38.7593
0.48,0.8615,40.2788
0.54,0.8615,39.9016
0.6,0.8615,39.2499
0.66,0.8615,39.39
0.72,0.8615,40.4169
0.78,0.8615,41.3483
0.84,0.8615,42.1379
0.9,0.8615,43.617
0.96,0.8615,45.5822
1.02,0.8615,45.9652
1.08,0.8615,45.4387
1.14,0.8615,45.9988
1.2,0.8615,46.2477
1.26,0.8615,45.1969
1.32,0.8615,44.7798
1.38,0.8615,43.3083
1.44,0.8615,42.3424
1.5,0.8615,44.2425
1.56,0.8615,47.9204
1.62,0.8615,50.0331
1.68,0.8615,49.0823
1.74,0.8615,47.5406
1.8,0.8615,47.6312
1.86,0.8615,49.1929
1.92,0.8615,49.5485
1.98,0.8615,48.7914
2.04,0.8615,50.1742
2.1,0.8615,52.2682
2.16,0.8615,52.9096
2.22,0.8615,54.8275
2.28,0.8615,58.5063
2.34,0.8615,63.4847
2.4,0.8615,68.029
2.46,0.8615,70.9396
2.52,0.8615,75.9202
2.58,0.8615,84.4675
2.64,0.8615,inf
2.7,0.8615,inf
2.76,0.8615,inf
2.82,0.8615,inf
2.88,0.8615,inf
2.94,0.8615,inf
3.0,0.8615,inf
-3.0,0.878,inf
-2.94,0.878,inf
-2.88,0.878,inf
-2.82,0.878,57.3212
-2.76,0.878,47.0347
-2.7,0.878,40.3212
-2.64,0.878,36.6936
-2.58,0.878,30.9044
-2.52,0.878,21.4394
-2.46,0.878,13.561
-2.4,0.878,9.0613
-2.34,0.878,8.129
-2.28,0.878,10.7025
-2.22,0.878,15.5165
-2.16,0.878,16.9827
-2.1,0.878,16.5497
-2.04,0.878,16.4029
-1.98,0.878,16.4728
-1.92,0.878,16.6987
-1.86,0.878,17.2263
-1.8,0.878,18.0325
-1.74,0.878,17.2918
-1.68,0.878,16.4502
-1.62,0.878,17.1789
-1.56,0.878,17.6989
-1.5,0.878,17.1904
-1.44,0.878,18.1751
-1.38,0.878,17.4976
-1.32,0.878,15.8335
-1.26,0.878,15.5963
-1.2,0.878,16.3296
-1.14,0.878,18.4604
-1.08,0.878,22.1135
-1.02,0.878,22.7253
-0.96,0.878,21.1653
-0.9,0.878,21.6375
-0.84,0.878,24.7303
-0.78,0.878,29.282
-0.72,0.878,32.4572
-0.66,0.878,34.8854
-0.6,0.878,37.1498
-0.54,0.878,37.785
-0.48,0.878,37.6558
-0.42,0.878,37.1197
-0.36,0.878,38.1708
-0.3,0.878,38.8492
-0.24,0.878,37.2362
-0.18,0.878,35.6002
-0.12,0.878,35.2092
-0.06,0.878,35.6007
-0.0,0.878,35.9695
0.06,0.878,36.2731
0.12,0.878,36.1797
0.18,0.878,36.52
0.24,0.878,36.5975
0.3,0.878,35.9633
0.36,0.878,36.0204
0.42,0.878,37.7281
0.48,0.878,39.2705
0.54,0.878,38.8869
0.6,0.878,38.1243
0.66,0.878,38.1603
0.72,0.878,39.1897
0.78,0.878,40.1775
0.84,0.878,40.8662
0.9,0.878,42.1225
0.96,0.878,43.9644
1.02,0.878,44.5168
1.08,0.878,44.2379
1.14,0.878,44.8402
1.2,0.878,45.0505
1.26,0.878,43.9459
1.32,0.878,43.5365
1.38,0.878,42.2209
1.44,0.878,41.3485
1.5,0.878,43.2708
1.56,0.878,46.7926
1.62,0.878,48.4093
1.68,0.878,47.4009
1.74,0.878,45.9048
1.8,0.878,45.9204
1.86,0.878,47.5693
1.92,0.878,48.3669
1.98,0.878,47.6148
2.04,0.878,48.7432
2.1,0.878,50.1323
2.16,0.878,50.698
2.22,0.878,52.9316
2.28,0.878,56.8738
2.34,0.878,61.6622
2.4,0.878,65.6142
2.46,0.878,68.2642
2.52,0.878,73.0943
2.58,0.878,81.4534
2.64,0.878,inf
2.7,0.878,inf
2.76,0.878,inf
2.82,0.878,inf
2.88,0.878,inf
2.94,0.878,inf
3.0,0.878,inf
-3.0,0.8945,inf
-2.94,0.8945,inf
-2.88,0.8945,inf
-2.82,0.8945,60.1355
-2.76,0.8945,49.8489
-2.7,0.8945,43.1235
-2.64,0.8945,39.177
-2.58,0.8945,32.2443
-2.52,0.8945,22.5253
-2.46,0.8945,14.6152
-2.4,0.8945,10.1127
-2.34,0.8945,9.1864
-2.28,0.8945,11.8273
-2.22,0.8945,17.5707
-2.16,0.8945,20.9877
-2.1,0.8945,20.2986
-2.04,0.8945,20.0041
-1.98,0.8945,19.7264
-1.92,0.8945,19.5476
-1.86,0.8945,19.7581
-1.8,0.8945,20.1866
-1.74,0.8945,18.7943
-1.68,0.8945,17.776
-1.62,0.8945,18.5494
-1.56,0.8945,19.2432
-1.5,0.8945,18.8013
-1.44,0.8945,19.8343
-1.38,0.8945,18.881
-1.32,0.8945,17.0022
-1.26,0.8945,16.6375
-1.2,0.8945,17.2861
-1.14,0.8945,19.532
-1.08,0.8945,23.4509
-1.02,0.8945,24.0925
-0.96,0.8945,22.3201
-0.9,0.8945,22.718
-0.84,0.8945,25.8334
-0.78,0.8945,30.1728
-0.72,0.8945,32.3833
-0.66,0.8945,34.7444
-0.6,0.8945,37.4269
-0.54,0.8945,38.399
-0.48,0.8945,38.7992
-0.42,0.8945,38.2349
-0.36,0.8945,38.883
-0.3,0.8945,39.0392
-0.24,0.8945,37.3449
-0.18,0.8945,35.6383
-0.12,0.8945,35.1763
-0.06,0.8945,35.3925
-0.0,0.8945,35.5414
0.06,0.8945,35.6671
0.12,0.8945,35.5924
0.18,0.8945,35.8675
0.24,0.8945,35.8001
0.3,0.8945,35.1713
0.36,0.8945,35.2144
0.42,0.8945,36.8973
0.48,0.8945,38.4277
0.54,0.8945,38.0269
0.6,0.8945,37.1292
0.66,0.8945,37.0757
0.72,0.8945,38.1318
0.78,0.8945,39.1972
0.84,0.8945,39.7967
0.9,0.8945,40.8217
0.96,0.8945,42.499
1.02,0.8945,43.1229
1.08,0.8945,43.0827
1.14,0.8945,43.7265
1.2,0.8945,43.9965
1.26,0.8945,42.9067
1.32,0.8945,42.5188
1.38,0.8945,41.3662
1.44,0.8945,40.6029
1.5,0.8945,42.5408
1.56,0.8945,45.835
1.62,0.8945,46.9679
1.68,0.8945,45.9338
1.74,0.8945,44.5019
1.8,0.8945,44.4361
1.86,0.8945,46.1119
1.92,0.8945,47.3325
1.98,0.8945,46.5982
2.04,0.8945,47.4064
2.1,0.8945,48.1257
2.16,0.8945,48.6727
2.22,0.8945,51.2048
2.28,0.8945,55.4288
2.34,0.8945,59.9584
2.4,0.8945,63.3378
2.46,0.8945,65.7576
2.52,0.8945,70.4753
2.58,0.8945,78.7108
2.64,0.8945,inf
2.7,0.8945,inf
2.76,0.8945,inf
2.82,0.8945,inf
2.88,0.8945,inf
2.94,0.8945,inf
3.0,0.8945,inf
-3.0,0.911,inf
-2.94,0.911,inf
-2.88,0.911,inf
-2.82,0.911,inf
-2.76,0.911,inf
-2.7,0.911,55.9385
-2.64,0.911,43.9093
-2.58,0.911,33.8377
-2.52,0.911,23.8702
-2.46,0.911,15.9362
-2.4,0.911,11.4318
-2.34,0.911,10.5067
-2.28,0.911,13.1649
-2.22,0.911,19.2543
-2.16,0.911,25.5629
-2.1,0.911,24.6105
-2.04,0.911,23.9647
-1.98,0.911,23.3113
-1.92,0.911,22.7449
-1.86,0.911,22.5371
-1.8,0.911,22.4443
-1.74,0.911,20.3998
-1.68,0.911,19.284
-1.62,0.911,20.1127
-1.56,0.911,21.0082
-1.5,0.911,20.67
-1.44,0.911,21.7318
-1.38,0.911,20.4565
-1.32,0.911,18.387
-1.26,0.911,17.8901
-1.2,0.911,18.4429
-1.14,0.911,20.7856
-1.08,0.911,24.9556
-1.02,0.911,25.6658
-0.96,0.911,23.7159
-0.9,0.911,24.0562
-0.84,0.911,27.1856
-0.78,0.911,31.0843
-0.72,0.911,32.3579
-0.66,0.911,34.7265
-0.6,0.911,37.8087
-0.54,0.911,39.0598
-0.48,0.911,39.9448
-0.42,0.911,39.3921
-0.36,0.911,39.6472
-0.3,0.911,39.3474
-0.24,0.911,37.6125
-0.18,0.911,35.8589
-0.12,0.911,35.3211
-0.06,0.911,35.3692
-0.0,0.911,35.2887
0.06,0.911,35.2053
0.12,0.911,35.1635
0.18,0.911,35.3628
0.24,0.911,35.163
0.3,0.911,34.5662
0.36,0.911,34.6088
0.42,0.911,36.2674
0.48,0.911,37.751
0.54,0.911,37.3244
0.6,0.911,36.276
0.66,0.911,36.1458
0.72,0.911,37.237
0.78,0.911,38.3943
0.84,0.911,38.9207
0.9,0.911,39.7113
0.96,0.911,41.1922
1.02,0.911,41.791
1.08,0.911,41.932
1.14,0.911,42.5897
1.2,0.911,43.0367
1.26,0.911,42.0591
1.32,0.911,41.7159
1.38,0.911,40.737
1.44,0.911,40.0992
1.5,0.911,42.0422
1.56,0.911,45.0339
1.62,0.911,45.7068
1.68,0.911,44.6591
1.74,0.911,43.3184
1.8,0.911,43.1773
1.86,0.911,44.8394
1.92,0.911,46.4387
1.98,0.911,45.7349
2.04,0.911,46.1517
2.1,0.911,46.2741
2.16,0.911,46.8415
2.22,0.911,49.6422
2.28,0.911,54.149
2.34,0.911,58.3573
2.4,0.911,61.222
2.46,0.911,63.4479
2.52,0.911,68.0849
2.58,0.911,76.2399
2.64,0.911,inf
2.7,0.911,inf
2.76,0.911,inf
2.82,0.911,inf
2.88,0.911,inf
2.94,0.911,inf
3.0,0.911,inf
-3.0,0.9275,inf
-2.94,0.9275,inf
-2.88,0.9275,inf
-2.82,0.9275,inf
-2.76,0.9275,inf
-2.7,0.9275,58.0908
-2.64,0.9275,45.914
-2.58,0.9275,35.6106
-2.52,0.9275,25.4839
-2.46,0.9275,17.5286
-2.4,0.9275,13.0221
-2.34,0.9275,12.0971
-2.28,0.9275,14.7601
-2.22,0.9275,20.9527
-2.16,0.9275,29.754
-2.1,0.9275,28.7499
-2.04,0.9275,28.1043
-1.98,0.9275,27.1936
-1.92,0.9275,26.151
-1.86,0.9275,25.398
-1.8,0.9275,24.6449
-1.74,0.9275,22.0534
-1.68,0.9275,20.933
-1.62,0.9275,21.86
-1.56,0.9275,22.9883
