CV1,CV2,free energy (kJ/mol)
2.94,1.3235,79.9491
3.0,1.3235,92.7651
-3.0,1.34,inf
-2.94,1.34,inf
-2.88,1.34,inf
-2.82,1.34,inf
-2.76,1.34,inf
-2.7,1.34,inf
-2.64,1.34,inf
-2.58,1.34,inf
-2.52,1.34,inf
-2.46,1.34,inf
-2.4,1.34,inf
-2.34,1.34,inf
-2.28,1.34,inf
-2.22,1.34,inf
-2.16,1.34,inf
-2.1,1.34,inf
-2.04,1.34,inf
-1.98,1.34,inf
-1.92,1.34,inf
-1.86,1.34,inf
-1.8,1.34,inf
-1.74,1.34,inf
-1.68,1.34,inf
-1.62,1.34,inf
-1.56,1.34,inf
-1.5,1.34,inf
-1.44,1.34,inf
-1.38,1.34,inf
-1.32,1.34,inf
-1.26,1.34,inf
-1.2,1.34,inf
-1.14,1.34,inf
-1.08,1.34,inf
-1.02,1.34,inf
-0.96,1.34,inf
-0.9,1.34,inf
-0.84,1.34,inf
-0.78,1.34,inf
-0.72,1.34,inf
-0.66,1.34,inf
-0.6,1.34,inf
-0.54,1.34,inf
-0.48,1.34,inf
-0.42,1.34,inf
-0.36,1.34,inf
-0.3,1.34,inf
-0.24,1.34,inf
-0.18,1.34,inf
-0.12,1.34,106.9213
-0.06,1.34,93.4523
-0.0,1.34,84.0896
0.06,1.34,77.9198
0.12,1.34,75.1494
0.18,1.34,75.8913
0.24,1.34,79.6965
0.3,1.34,77.1906
0.36,1.34,74.0958
0.42,1.34,74.5611
0.48,1.34,78.6182
0.54,1.34,86.2672
0.6,1.34,108.3657
0.66,1.34,96.0825
0.72,1.34,87.3912
0.78,1.34,82.2914
0.84,1.34,80.7651
0.9,1.34,82.0914
0.96,1.34,81.1889
1.02,1.34,79.8978
1.08,1.34,77.5245
1.14,1.34,76.3754
1.2,1.34,78.2903
1.26,1.34,80.5657
1.32,1.34,76.8015
1.38,1.34,69.9056
1.44,1.34,63.4687
1.5,1.34,60.3311
1.56,1.34,60.7661
1.62,1.34,64.6655
1.68,1.34,67.6819
1.74,1.34,61.4507
1.8,1.34,52.2968
1.86,1.34,45.8498
1.92,1.34,42.9565
1.98,1.34,43.6209
2.04,1.34,46.4053
2.1,1.34,43.3361
2.16,1.34,40.7731
2.22,1.34,40.638
2.28,1.34,40.3822
2.34,1.34,38.131
2.4,1.34,37.1019
2.46,1.34,37.8861
2.52,1.34,39.1225
2.58,1.34,40.9659
2.64,1.34,44.808
2.7,1.34,50.1014
2.76,1.34,55.53
2.82,1.34,61.3085
2.88,1.34,68.4861
2.94,1.34,77.8123
3.0,1.34,90.0801
-3.0,1.3565,inf
-2.94,1.3565,inf
-2.88,1.3565,inf
-2.82,1.3565,inf
-2.76,1.3565,inf
-2.7,1.3565,inf
-2.64,1.3565,inf
-2.58,1.3565,inf
-2.52,1.3565,inf
-2.46,1.3565,inf
-2.4,1.3565,inf
-2.34,1.3565,inf
-2.28,1.3565,inf
-2.22,1.3565,inf
-2.16,1.3565,inf
-2.1,1.3565,inf
-2.04,1.3565,inf
-1.98,1.3565,inf
-1.92,1.3565,inf
-1.86,1.3565,inf
-1.8,1.3565,inf
-1.74,1.3565,inf
-1.68,1.3565,inf
-1.62,1.3565,inf
-1.56,1.3565,inf
-1.5,1.3565,inf
-1.44,1.3565,inf
-1.38,1.3565,inf
-1.32,1.3565,inf
-1.26,1.3565,inf
-1.2,1.3565,inf
-1.14,1.3565,inf
-1.08,1.3565,inf
-1.02,1.3565,inf
-0.96,1.3565,inf
-0.9,1.3565,inf
-0.84,1.3565,inf
-0.78,1.3565,inf
-0.72,1.3565,inf
-0.66,1.3565,inf
-0.6,1.3565,inf
-0.54,1.3565,inf
-0.48,1.3565,inf
-0.42,1.3565,inf
-0.36,1.3565,inf
-0.3,1.3565,inf
-0.24,1.3565,inf
-0.18,1.3565,inf
-0.12,1.3565,109.3849
-0.06,1.3565,95.6543
-0.0,1.3565,86.2104
0.06,1.3565,79.9976
0.12,1.3565,77.2091
0.18,1.3565,77.9431
0.24,1.3565,81.4955
0.3,1.3565,78.1101
0.36,1.3565,75.0037
0.42,1.3565,75.469
0.48,1.3565,79.5262
0.54,1.3565,87.1752
0.6,1.3565,106.1993
0.66,1.3565,93.8829
0.72,1.3565,85.1769
0.78,1.3565,80.0554
0.84,1.3565,78.4965
0.9,1.3565,79.7129
0.96,1.3565,78.6355
1.02,1.3565,77.4202
1.08,1.3565,75.221
1.14,1.3565,74.0818
1.2,1.3565,75.9157
1.26,1.3565,77.9914
1.32,1.3565,74.8294
1.38,1.3565,72.6261
1.44,1.3565,73.2118
1.5,1.3565,74.9884
1.56,1.3565,76.9024
1.62,1.3565,76.5035
1.68,1.3565,72.3325
1.74,1.3565,63.5521
1.8,1.3565,53.6037
1.86,1.3565,47.1199
1.92,1.3565,44.2253
1.98,1.3565,44.8996
2.04,1.3565,47.9411
2.1,1.3565,45.114
2.16,1.3565,42.4338
2.22,1.3565,42.0082
2.28,1.3565,41.3487
2.34,1.3565,38.8466
2.4,1.3565,37.6384
2.46,1.3565,38.0695
2.52,1.3565,38.9271
2.58,1.3565,40.6254
2.64,1.3565,44.2394
2.7,1.3565,49.1367
2.76,1.3565,54.2929
2.82,1.3565,59.8663
2.88,1.3565,66.8334
2.94,1.3565,75.8703
3.0,1.3565,87.7146
-3.0,1.373,inf
-2.94,1.373,inf
-2.88,1.373,inf
-2.82,1.373,inf
-2.76,1.373,inf
-2.7,1.373,inf
-2.64,1.373,inf
-2.58,1.373,inf
-2.52,1.373,inf
-2.46,1.373,inf
-2.4,1.373,inf
-2.34,1.373,inf
-2.28,1.373,inf
-2.22,1.373,inf
-2.16,1.373,inf
-2.1,1.373,inf
-2.04,1.373,inf
-1.98,1.373,inf
-1.92,1.373,inf
-1.86,1.373,inf
-1.8,1.373,inf
-1.74,1.373,inf
-1.68,1.373,inf
-1.62,1.373,inf
-1.56,1.373,inf
-1.5,1.373,inf
-1.44,1.373,inf
-1.38,1.373,inf
-1.32,1.373,inf
-1.26,1.373,inf
-1.2,1.373,inf
-1.14,1.373,inf
-1.08,1.373,inf
-1.02,1.373,inf
-0.96,1.373,inf
-0.9,1.373,inf
-0.84,1.373,inf
-0.78,1.373,inf
-0.72,1.373,inf
-0.66,1.373,inf
-0.6,1.373,inf
-0.54,1.373,inf
-0.48,1.373,inf
-0.42,1.373,inf
-0.36,1.373,inf
-0.3,1.373,inf
-0.24,1.373,inf
-0.18,1.373,inf
-0.12,1.373,112.1202
-0.06,1.373,98.1123
-0.0,1.373,88.5935
0.06,1.373,82.343
0.12,1.373,79.5388
0.18,1.373,80.2655
0.24,1.373,83.4655
0.3,1.373,79.297
0.36,1.373,76.1832
0.42,1.373,76.6485
0.48,1.373,80.7057
0.54,1.373,88.3547
0.6,1.373,104.3067
0.66,1.373,91.9688
0.72,1.373,83.2536
0.78,1.373,78.1188
0.84,1.373,76.5387
0.9,1.373,77.6386
0.96,1.373,76.351
1.02,1.373,75.1886
1.08,1.373,73.1615
1.14,1.373,72.044
1.2,1.373,73.7883
1.26,1.373,75.6581
1.32,1.373,72.4552
1.38,1.373,70.2866
1.44,1.373,71.033
1.5,1.373,72.8582
1.56,1.373,74.5414
1.62,1.373,74.5511
1.68,1.373,70.5284
1.74,1.373,64.7619
1.8,1.373,55.139
1.86,1.373,48.6586
1.92,1.373,45.7657
1.98,1.373,46.4511
2.04,1.373,49.7652
2.1,1.373,47.1713
2.16,1.373,44.3031
2.22,1.373,43.5354
2.28,1.373,42.4967
2.34,1.373,39.7487
2.4,1.373,38.3035
2.46,1.373,38.3061
2.52,1.373,38.8243
2.58,1.373,40.4005
2.64,1.373,43.7579
2.7,1.373,48.264
2.76,1.373,53.1071
2.82,1.373,58.3575
2.88,1.373,64.8306
2.94,1.373,72.7926
3.0,1.373,82.6579
-3.0,1.3895,inf
-2.94,1.3895,inf
-2.88,1.3895,inf
-2.82,1.3895,inf
-2.76,1.3895,inf
-2.7,1.3895,inf
-2.64,1.3895,inf
-2.58,1.3895,inf
-2.52,1.3895,inf
-2.46,1.3895,inf
-2.4,1.3895,inf
-2.34,1.3895,inf
-2.28,1.3895,inf
-2.22,1.3895,inf
-2.16,1.3895,inf
-2.1,1.3895,inf
-2.04,1.3895,inf
-1.98,1.3895,inf
-1.92,1.3895,inf
-1.86,1.3895,inf
-1.8,1.3895,inf
-1.74,1.3895,inf
-1.68,1.3895,inf
-1.62,1.3895,inf
-1.56,1.3895,inf
-1.5,1.3895,inf
-1.44,1.3895,inf
-1.38,1.3895,inf
-1.32,1.3895,inf
-1.26,1.3895,inf
-1.2,1.3895,inf
-1.14,1.3895,inf
-1.08,1.3895,inf
-1.02,1.3895,inf
-0.96,1.3895,inf
-0.9,1.3895,inf
-0.84,1.3895,inf
-0.78,1.3895,inf
-0.72,1.3895,inf
-0.66,1.3895,inf
-0.6,1.3895,inf
-0.54,1.3895,inf
-0.48,1.3895,inf
-0.42,1.3895,inf
-0.36,1.3895,inf
-0.3,1.3895,inf
-0.24,1.3895,inf
-0.18,1.3895,inf
-0.12,1.3895,inf
-0.06,1.3895,101.6417
-0.0,1.3895,91.5636
0.06,1.3895,85.0773
0.12,1.3895,82.1828
0.18,1.3895,82.8739
0.24,1.3895,85.5907
0.3,1.3895,80.7529
0.36,1.3895,77.6344
0.42,1.3895,78.0997
0.48,1.3895,82.1569
0.54,1.3895,89.8059
0.6,1.3895,102.6848
0.66,1.3895,90.312
0.72,1.3895,81.5821
0.78,1.3895,76.4265
0.84,1.3895,74.815
0.9,1.3895,75.7935
0.96,1.3895,74.334
1.02,1.3895,73.2292
1.08,1.3895,71.3763
1.14,1.3895,70.2734
1.2,1.3895,71.9075
1.26,1.3895,73.5592
1.32,1.3895,70.322
1.38,1.3895,68.1548
1.44,1.3895,68.9589
1.5,1.3895,70.7378
1.56,1.3895,72.2964
1.62,1.3895,72.7728
1.68,1.3895,68.9363
1.74,1.3895,65.5878
1.8,1.3895,56.9361
1.86,1.3895,50.4679
1.92,1.3895,47.5751
1.98,1.3895,48.2596
2.04,1.3895,51.6962
2.1,1.3895,49.4091
2.16,1.3895,46.355
2.22,1.3895,45.2169
2.28,1.3895,43.8169
2.34,1.3895,40.8032
2.4,1.3895,39.0412
2.46,1.3895,38.5616
2.52,1.3895,38.7914
2.58,1.3895,40.2569
2.64,1.3895,43.3349
2.7,1.3895,47.4627
2.76,1.3895,51.9748
2.82,1.3895,56.9364
2.88,1.3895,63.0717
2.94,1.3895,70.5212
3.0,1.3895,79.92
-3.0,1.406,inf
-2.94,1.406,inf
-2.88,1.406,inf
-2.82,1.406,inf
-2.76,1.406,inf
-2.7,1.406,inf
-2.64,1.406,inf
-2.58,1.406,inf
-2.52,1.406,inf
-2.46,1.406,inf
-2.4,1.406,inf
-2.34,1.406,inf
-2.28,1.406,inf
-2.22,1.406,inf
-2.16,1.406,inf
-2.1,1.406,inf
-2.04,1.406,inf
-1.98,1.406,inf
-1.92,1.406,inf
-1.86,1.406,inf
-1.8,1.406,inf
-1.74,1.406,inf
-1.68,1.406,inf
-1.62,1.406,inf
-1.56,1.406,inf
-1.5,1.406,inf
-1.44,1.406,inf
-1.38,1.406,inf
-1.32,1.406,inf
-1.26,1.406,inf
-1.2,1.406,inf
-1.14,1.406,inf
-1.08,1.406,inf
-1.02,1.406,inf
-0.96,1.406,inf
-0.9,1.406,inf
-0.84,1.406,inf
-0.78,1.406,inf
-0.72,1.406,inf
-0.66,1.406,inf
-0.6,1.406,inf
-0.54,1.406,inf
-0.48,1.406,inf
-0.42,1.406,inf
-0.36,1.406,inf
-0.3,1.406,inf
-0.24,1.406,inf
-0.18,1.406,inf
-0.12,1.406,inf
-0.06,1.406,inf
-0.0,1.406,inf
0.06,1.406,inf
0.12,1.406,inf
0.18,1.406,99.5124
0.24,1.406,89.2022
0.3,1.406,82.4838
0.36,1.406,79.3572
0.42,1.406,79.8225
0.48,1.406,83.8793
0.54,1.406,91.2611
0.6,1.406,91.4707
0.66,1.406,87.5278
0.72,1.406,80.124
0.78,1.406,74.9632
0.84,1.406,73.3064
0.9,1.406,74.1637
0.96,1.406,72.5814
1.02,1.406,71.5293
1.08,1.406,69.8476
1.14,1.406,68.762
1.2,1.406,70.2711
1.26,1.406,71.7081
1.32,1.406,68.4459
1.38,1.406,66.2684
1.44,1.406,67.0795
1.5,1.406,68.7571
1.56,1.406,70.2369
1.62,1.406,71.1543
1.68,1.406,67.5574
1.74,1.406,65.5844
1.8,1.406,58.9655
1.86,1.406,52.5462
1.92,1.406,49.6543
1.98,1.406,50.328
2.04,1.406,53.7778
2.1,1.406,51.8291
2.16,1.406,48.5671
2.22,1.406,47.0613
2.28,1.406,45.305
2.34,1.406,41.9545
2.4,1.406,39.7853
2.46,1.406,38.8134
2.52,1.406,38.8066
2.58,1.406,40.1577
2.64,1.406,42.9414
2.7,1.406,46.7044
2.76,1.406,50.8583
2.82,1.406,55.5053
2.88,1.406,61.2649
2.94,1.406,68.2646
3.0,1.406,77.3691
-3.0,1.4225,inf
-2.94,1.4225,inf
-2.88,1.4225,inf
-2.82,1.4225,inf
-2.76,1.4225,inf
-2.7,1.4225,inf
-2.64,1.4225,inf
-2.58,1.4225,inf
-2.52,1.4225,inf
-2.46,1.4225,inf
-2.4,1.4225,inf
-2.34,1.4225,inf
-2.28,1.4225,inf
-2.22,1.4225,inf
-2.16,1.4225,inf
-2.1,1.4225,inf
-2.04,1.4225,inf
-1.98,1.4225,inf
-1.92,1.4225,inf
-1.86,1.4225,inf
-1.8,1.4225,inf
-1.74,1.4225,inf
-1.68,1.4225,inf
-1.62,1.4225,inf
-1.56,1.4225,inf
-1.5,1.4225,inf
-1.44,1.4225,inf
-1.38,1.4225,inf
-1.32,1.4225,inf
-1.26,1.4225,inf
-1.2,1.4225,inf
-1.14,1.4225,inf
-1.08,1.4225,inf
-1.02,1.4225,inf
-0.96,1.4225,inf
-0.9,1.4225,inf
-0.84,1.4225,inf
-0.78,1.4225,inf
-0.72,1.4225,inf
-0.66,1.4225,inf
-0.6,1.4225,inf
-0.54,1.4225,inf
-0.48,1.4225,inf
-0.42,1.4225,inf
-0.36,1.4225,inf
-0.3,1.4225,inf
-0.24,1.4225,inf
-0.18,1.4225,inf
-0.12,1.4225,inf
-0.06,1.4225,inf
-0.0,1.4225,inf
0.06,1.4225,inf
0.12,1.4225,inf
0.18,1.4225,101.5069
0.24,1.4225,91.1966
0.3,1.4225,84.4782
0.36,1.4225,81.3516
0.42,1.4225,81.8159
0.48,1.4225,85.8504
0.54,1.4225,91.7347
0.6,1.4225,88.3205
0.66,1.4225,85.2783
0.72,1.4225,78.8815
0.78,1.4225,73.7085
0.84,1.4225,71.9891
0.9,1.4225,72.7344
0.96,1.4225,71.0909
1.02,1.4225,70.0877
1.08,1.4225,68.5708
1.14,1.4225,67.505
1.2,1.4225,68.8745
1.26,1.4225,70.101
1.32,1.4225,66.827
1.38,1.4225,64.6386
1.44,1.4225,65.4297
1.5,1.4225,66.9669
1.56,1.4225,68.3903
1.62,1.4225,69.7189
1.68,1.4225,66.3872
1.74,1.4225,64.8475
1.8,1.4225,61.0461
1.86,1.4225,54.8807
1.92,1.4225,51.9967
1.98,1.4225,52.628
2.04,1.4225,56.0741
2.1,1.4225,56.6069
2.16,1.4225,52.2832
2.22,1.4225,49.4267
2.28,1.4225,46.9332
2.34,1.4225,43.1206
2.4,1.4225,40.4808
2.46,1.4225,39.0585
2.52,1.4225,38.8555
2.58,1.4225,40.0704
2.64,1.4225,42.5524
2.7,1.4225,45.9633
2.76,1.4225,49.7464
2.82,1.4225,54.0625
2.88,1.4225,59.4425
2.94,1.4225,66.0938
3.0,1.4225,75.0252
-3.0,1.439,inf
-2.94,1.439,inf
-2.88,1.439,inf
-2.82,1.439,inf
-2.76,1.439,inf
-2.7,1.439,inf
-2.64,1.439,inf
-2.58,1.439,inf
-2.52,1.439,inf
-2.46,1.439,inf
-2.4,1.439,inf
-2.34,1.439,inf
-2.28,1.439,inf
-2.22,1.439,inf
-2.16,1.439,inf
-2.1,1.439,inf
-2.04,1.439,inf
-1.98,1.439,inf
-1.92,1.439,inf
-1.86,1.439,inf
-1.8,1.439,inf
-1.74,1.439,inf
-1.68,1.439,inf
-1.62,1.439,inf
-1.56,1.439,inf
-1.5,1.439,inf
-1.44,1.439,inf
-1.38,1.439,inf
-1.32,1.439,inf
-1.26,1.439,inf
-1.2,1.439,inf
-1.14,1.439,inf
-1.08,1.439,inf
-1.02,1.439,inf
-0.96,1.439,inf
-0.9,1.439,inf
-0.84,1.439,inf
-0.78,1.439,inf
-0.72,1.439,inf
-0.66,1.439,inf
-0.6,1.439,inf
-0.54,1.439,inf
-0.48,1.439,inf
-0.42,1.439,inf
-0.36,1.439,inf
-0.3,1.439,inf
-0.24,1.439,inf
-0.18,1.439,inf
-0.12,1.439,inf
-0.06,1.439,inf
-0.0,1.439,inf
0.06,1.439,inf
0.12,1.439,inf
0.18,1.439,103.7729
0.24,1.439,93.4626
0.3,1.439,86.7436
0.36,1.439,83.6104
0.42,1.439,84.0104
0.48,1.439,87.4431
0.54,1.439,89.6211
0.6,1.439,85.4072
0.66,1.439,82.951
0.72,1.439,77.8079
0.78,1.439,72.6364
0.84,1.439,70.8351
0.9,1.439,71.4891
0.96,1.439,69.8603
1.02,1.439,68.9018
1.08,1.439,67.5364
1.14,1.439,66.4947
1.2,1.439,67.7118
1.26,1.439,68.7371
1.32,1.439,65.4702
1.38,1.439,63.273
1.44,1.439,64.0249
1.5,1.439,65.3913
1.56,1.439,66.7639
1.62,1.439,68.4374
1.68,1.439,65.4303
1.74,1.439,63.9421
1.8,1.439,62.5835
1.86,1.439,57.4063
1.92,1.439,54.5753
1.98,1.439,55.0497
2.04,1.439,57.6027
2.1,1.439,58.3494
2.16,1.439,54.4231
2.22,1.439,51.567
2.28,1.439,48.6079
2.34,1.439,44.222
2.4,1.439,41.1105
2.46,1.439,39.3106
2.52,1.439,38.9316
2.58,1.439,39.9724
2.64,1.439,42.1504
2.7,1.439,45.2264
2.76,1.439,48.649
2.82,1.439,52.6301
2.88,1.439,57.659
2.94,1.439,64.0582
3.0,1.439,72.8812
-3.0,1.4555,inf
-2.94,1.4555,inf
-2.88,1.4555,inf
-2.82,1.4555,inf
-2.76,1.4555,inf
-2.7,1.4555,inf
-2.64,1.4555,inf
-2.58,1.4555,inf
-2.52,1.4555,inf
-2.46,1.4555,inf
-2.4,1.4555,inf
-2.34,1.4555,inf
-2.28,1.4555,inf
-2.22,1.4555,inf
-2.16,1.4555,inf
-2.1,1.4555,inf
-2.04,1.4555,inf
-1.98,1.4555,inf
-1.92,1.4555,inf
-1.86,1.4555,inf
-1.8,1.4555,inf
-1.74,1.4555,inf
-1.68,1.4555,inf
-1.62,1.4555,inf
-1.56,1.4555,inf
-1.5,1.4555,inf
-1.44,1.4555,inf
-1.38,1.4555,inf
-1.32,1.4555,inf
-1.26,1.4555,inf
-1.2,1.4555,inf
-1.14,1.4555,inf
-1.08,1.4555,inf
-1.02,1.4555,inf
-0.96,1.4555,inf
-0.9,1.4555,inf
-0.84,1.4555,inf
-0.78,1.4555,inf
-0.72,1.4555,inf
-0.66,1.4555,inf
-0.6,1.4555,inf
-0.54,1.4555,inf
-0.48,1.4555,inf
-0.42,1.4555,inf
-0.36,1.4555,inf
-0.3,1.4555,inf
-0.24,1.4555,inf
-0.18,1.4555,inf
-0.12,1.4555,inf
-0.06,1.4555,inf
-0.0,1.4555,inf
0.06,1.4555,inf
0.12,1.4555,inf
0.18,1.4555,106.3107
0.24,1.4555,95.9997
0.3,1.4555,89.275
0.36,1.4555,86.0884
0.42,1.4555,86.0223
0.48,1.4555,87.2028
0.54,1.4555,86.4705
0.6,1.4555,82.5084
0.66,1.4555,80.5798
0.72,1.4555,76.848
0.78,1.4555,71.7185
0.84,1.4555,69.8194
0.9,1.4555,70.4135
0.96,1.4555,68.8842
1.02,1.4555,67.9649
1.08,1.4555,66.7314
1.14,1.4555,65.7209
1.2,1.4555,66.7792
1.26,1.4555,67.6122
1.32,1.4555,64.3709
1.38,1.4555,62.1713
1.44,1.4555,62.871
1.5,1.4555,64.0464
1.56,1.4555,65.3687
1.62,1.4555,67.3074
1.68,1.4555,64.6657
1.74,1.4555,63.0452
1.8,1.4555,63.0748
1.86,1.4555,63.421
1.92,1.4555,63.0025
1.98,1.4555,60.0872
2.04,1.4555,58.7842
2.1,1.4555,59.4995
2.16,1.4555,56.5553
2.22,1.4555,53.7191
2.28,1.4555,50.1419
2.34,1.4555,45.2203
2.4,1.4555,41.6959
2.46,1.4555,39.5883
2.52,1.4555,39.0335
2.58,1.4555,39.8549
2.64,1.4555,41.7342
2.7,1.4555,44.5016
2.76,1.4555,47.5904
2.82,1.4555,51.2464
2.88,1.4555,55.9791
2.94,1.4555,62.2136
3.0,1.4555,70.9866
-3.0,1.472,inf
-2.94,1.472,inf
-2.88,1.472,inf
-2.82,1.472,inf
-2.76,1.472,inf
-2.7,1.472,inf
-2.64,1.472,inf
-2.58,1.472,inf
-2.52,1.472,inf
-2.46,1.472,inf
-2.4,1.472,inf
-2.34,1.472,inf
-2.28,1.472,inf
-2.22,1.472,inf
-2.16,1.472,inf
-2.1,1.472,inf
-2.04,1.472,inf
-1.98,1.472,inf
-1.92,1.472,inf
-1.86,1.472,inf
-1.8,1.472,inf
-1.74,1.472,inf
-1.68,1.472,inf
-1.62,1.472,inf
-1.56,1.472,inf
-1.5,1.472,inf
-1.44,1.472,inf
-1.38,1.472,inf
-1.32,1.472,inf
-1.26,1.472,inf
-1.2,1.472,inf
-1.14,1.472,inf
-1.08,1.472,inf
-1.02,1.472,inf
-0.96,1.472,inf
-0.9,1.472,inf
-0.84,1.472,inf
-0.78,1.472,inf
-0.72,1.472,inf
-0.66,1.472,inf
-0.6,1.472,inf
-0.54,1.472,inf
-0.48,1.472,inf
-0.42,1.472,inf
-0.36,1.472,inf
-0.3,1.472,inf
-0.24,1.472,inf
-0.18,1.472,inf
-0.12,1.472,inf
-0.06,1.472,inf
-0.0,1.472,inf
0.06,1.472,inf
0.12,1.472,inf
0.18,1.472,109.12
0.24,1.472,98.803
0.3,1.472,92.0271
0.36,1.472,88.4067
0.42,1.472,86.3156
0.48,1.472,85.1226
0.54,1.472,83.8894
0.6,1.472,80.0973
0.66,1.472,78.3858
0.72,1.472,75.9448
0.78,1.472,70.9308
0.84,1.472,68.9265
0.9,1.472,69.4921
0.96,1.472,68.1533
1.02,1.472,67.2713
1.08,1.472,66.1387
1.14,1.472,65.1686
1.2,1.472,66.0691
1.26,1.472,66.7161
1.32,1.472,63.5218
1.38,1.472,61.331
1.44,1.472,61.9671
1.5,1.472,62.9336
1.56,1.472,64.2014
1.62,1.472,66.3041
1.68,1.472,64.0522
1.74,1.472,62.1302
1.8,1.472,61.4445
1.86,1.472,61.8778
1.92,1.472,62.2567
1.98,1.472,59.7831
2.04,1.472,58.5027
2.1,1.472,59.5639
2.16,1.472,58.3095
2.22,1.472,55.8417
2.28,1.472,51.5494
2.34,1.472,46.1474
2.4,1.472,42.2706
2.46,1.472,39.9039
2.52,1.472,39.1596
2.58,1.472,39.7217
2.64,1.472,41.3173
2.7,1.472,43.8106
2.76,1.472,46.6014
2.82,1.472,49.9568
2.88,1.472,54.4518
2.94,1.472,60.5792
3.0,1.472,69.3355
-3.0,1.4885,inf
-2.94,1.4885,inf
-2.88,1.4885,inf
-2.82,1.4885,inf
-2.76,1.4885,inf
-2.7,1.4885,inf
-2.64,1.4885,inf
-2.58,1.4885,inf
-2.52,1.4885,inf
-2.46,1.4885,inf
-2.4,1.4885,inf
-2.34,1.4885,inf
-2.28,1.4885,inf
-2.22,1.4885,inf
-2.16,1.4885,inf
-2.1,1.4885,inf
-2.04,1.4885,inf
-1.98,1.4885,inf
-1.92,1.4885,inf
-1.86,1.4885,inf
-1.8,1.4885,inf
-1.74,1.4885,inf
-1.68,1.4885,inf
-1.62,1.4885,inf
-1.56,1.4885,inf
-1.5,1.4885,inf
-1.44,1.4885,inf
-1.38,1.4885,inf
-1.32,1.4885,inf
-1.26,1.4885,inf
-1.2,1.4885,inf
-1.14,1.4885,inf
-1.08,1.4885,inf
-1.02,1.4885,inf
-0.96,1.4885,inf
-0.9,1.4885,inf
-0.84,1.4885,inf
-0.78,1.4885,inf
-0.72,1.4885,inf
-0.66,1.4885,inf
-0.6,1.4885,inf
-0.54,1.4885,inf
-0.48,1.4885,inf
-0.42,1.4885,inf
-0.36,1.4885,inf
-0.3,1.4885,inf
-0.24,1.4885,inf
-0.18,1.4885,inf
-0.12,1.4885,inf
-0.06,1.4885,inf
-0.0,1.4885,inf
0.06,1.4885,inf
0.12,1.4885,inf
0.18,1.4885,inf
0.24,1.4885,111.0738
0.3,1.4885,98.7222
0.36,1.4885,89.9586
0.42,1.4885,84.7121
0.48,1.4885,82.774
0.54,1.4885,81.5237
0.6,1.4885,77.9244
0.66,1.4885,76.3756
0.72,1.4885,75.0514
0.78,1.4885,70.262
0.84,1.4885,68.1564
0.9,1.4885,68.7133
0.96,1.4885,67.6456
1.02,1.4885,66.8045
1.08,1.4885,65.7337
1.14,1.4885,64.817
1.2,1.4885,65.5712
1.26,1.4885,66.0127
1.32,1.4885,62.8838
1.38,1.4885,60.7351
1.44,1.4885,61.306
1.5,1.4885,62.0513
1.56,1.4885,63.2458
1.62,1.4885,65.3745
1.68,1.4885,63.5221
1.74,1.4885,61.1657
1.8,1.4885,59.8256
1.86,1.4885,60.3785
1.92,1.4885,61.5816
1.98,1.4885,59.6855
2.04,1.4885,58.421
2.1,1.4885,59.4859
2.16,1.4885,60.0328
2.22,1.4885,59.0275
2.28,1.4885,53.1651
2.34,1.4885,47.119
2.4,1.4885,42.8664
2.46,1.4885,40.2593
2.52,1.4885,39.3054
2.58,1.4885,39.5848
2.64,1.4885,40.9231
2.7,1.4885,43.1795
2.76,1.4885,45.7097
2.82,1.4885,48.7999
2.88,1.4885,53.1091
2.94,1.4885,59.1653
3.0,1.4885,67.9244
-3.0,1.505,inf
-2.94,1.505,inf
-2.88,1.505,inf
-2.82,1.505,inf
-2.76,1.505,inf
-2.7,1.505,inf
-2.64,1.505,inf
-2.58,1.505,inf
-2.52,1.505,inf
-2.46,1.505,inf
-2.4,1.505,inf
-2.34,1.505,inf
-2.28,1.505,inf
-2.22,1.505,inf
-2.16,1.505,inf
-2.1,1.505,inf
-2.04,1.505,inf
-1.98,1.505,inf
-1.92,1.505,inf
-1.86,1.505,inf
-1.8,1.505,inf
-1.74,1.505,inf
-1.68,1.505,inf
-1.62,1.505,inf
-1.56,1.505,inf
-1.5,1.505,inf
-1.44,1.505,inf
-1.38,1.505,inf
-1.32,1.505,inf
-1.26,1.505,inf
-1.2,1.505,inf
-1.14,1.505,inf
-1.08,1.505,inf
-1.02,1.505,inf
-0.96,1.505,inf
-0.9,1.505,inf
-0.84,1.505,inf
-0.78,1.505,inf
-0.72,1.505,inf
-0.66,1.505,inf
-0.6,1.505,inf
-0.54,1.505,inf
-0.48,1.505,inf
-0.42,1.505,inf
-0.36,1.505,inf
-0.3,1.505,inf
-0.24,1.505,inf
-0.18,1.505,inf
-0.12,1.505,inf
-0.06,1.505,inf
-0.0,1.505,inf
0.06,1.505,inf
0.12,1.505,117.3726
0.18,1.505,105.1881
0.24,1.505,96.5775
0.3,1.505,91.272
0.36,1.505,86.9696
0.42,1.505,82.4874
0.48,1.505,80.6005
0.54,1.505,79.3869
0.6,1.505,75.9843
0.66,1.505,74.5835
0.72,1.505,74.1562
0.78,1.505,69.7174
0.84,1.505,67.5244
0.9,1.505,68.0688
0.96,1.505,67.3208
1.02,1.505,66.531
1.08,1.505,65.4576
1.14,1.505,64.5907
1.2,1.505,65.2314
